canonical_path,state_slug,topic_slug,degree_segment,active_grants_count
pennsylvania/undergraduate/computer-science,pennsylvania,computer-science,undergraduate,0
pennsylvania/graduate/computer-science,pennsylvania,computer-science,graduate,0
pennsylvania/high-school/computer-science,pennsylvania,computer-science,high-school,0
pennsylvania/graduate/computer-science,pennsylvania,computer-science,mba,0
pennsylvania/phd/computer-science,pennsylvania,computer-science,phd,0
pennsylvania/community-college/computer-science,pennsylvania,computer-science,community-college,0
pennsylvania/trade-school/computer-science,pennsylvania,computer-science,trade-school,0
pennsylvania/high-school-senior/computer-science,pennsylvania,computer-science,high-school-senior,0
pennsylvania/phd/nursing,pennsylvania,nursing,phd,0
pennsylvania/community-college/nursing,pennsylvania,nursing,community-college,0
pennsylvania/trade-school/nursing,pennsylvania,nursing,trade-school,0
pennsylvania/phd/arts,pennsylvania,arts,phd,0
pennsylvania/community-college/arts,pennsylvania,arts,community-college,0
pennsylvania/trade-school/arts,pennsylvania,arts,trade-school,0
rhode-island/phd/engineering,rhode-island,engineering,phd,0
rhode-island/community-college/engineering,rhode-island,engineering,community-college,0
rhode-island/trade-school/engineering,rhode-island,engineering,trade-school,0
rhode-island/undergraduate/computer-science,rhode-island,computer-science,undergraduate,0
rhode-island/graduate/computer-science,rhode-island,computer-science,graduate,0
rhode-island/high-school/computer-science,rhode-island,computer-science,high-school,0
rhode-island/graduate/computer-science,rhode-island,computer-science,mba,0
rhode-island/phd/computer-science,rhode-island,computer-science,phd,0
rhode-island/community-college/computer-science,rhode-island,computer-science,community-college,0
rhode-island/trade-school/computer-science,rhode-island,computer-science,trade-school,0
rhode-island/high-school-senior/computer-science,rhode-island,computer-science,high-school-senior,0
rhode-island/phd/nursing,rhode-island,nursing,phd,0
rhode-island/community-college/nursing,rhode-island,nursing,community-college,0
rhode-island/trade-school/nursing,rhode-island,nursing,trade-school,0
rhode-island/phd/arts,rhode-island,arts,phd,0
rhode-island/community-college/arts,rhode-island,arts,community-college,0
rhode-island/trade-school/arts,rhode-island,arts,trade-school,0
south-carolina/phd/engineering,south-carolina,engineering,phd,0
south-carolina/community-college/engineering,south-carolina,engineering,community-college,0
south-carolina/trade-school/engineering,south-carolina,engineering,trade-school,0
south-carolina/undergraduate/computer-science,south-carolina,computer-science,undergraduate,0
south-carolina/graduate/computer-science,south-carolina,computer-science,graduate,0
south-carolina/high-school/computer-science,south-carolina,computer-science,high-school,0
south-carolina/graduate/computer-science,south-carolina,computer-science,mba,0
south-carolina/phd/computer-science,south-carolina,computer-science,phd,0
south-carolina/community-college/computer-science,south-carolina,computer-science,community-college,0
south-carolina/trade-school/computer-science,south-carolina,computer-science,trade-school,0
south-carolina/high-school-senior/computer-science,south-carolina,computer-science,high-school-senior,0
south-carolina/phd/nursing,south-carolina,nursing,phd,0
south-carolina/community-college/nursing,south-carolina,nursing,community-college,0
south-carolina/trade-school/nursing,south-carolina,nursing,trade-school,0
south-carolina/phd/arts,south-carolina,arts,phd,0
south-carolina/community-college/arts,south-carolina,arts,community-college,0
south-carolina/trade-school/arts,south-carolina,arts,trade-school,0
south-dakota/undergraduate/engineering,south-dakota,engineering,undergraduate,0
south-dakota/graduate/engineering,south-dakota,engineering,graduate,0
south-dakota/high-school/engineering,south-dakota,engineering,high-school,0
south-dakota/graduate/engineering,south-dakota,engineering,mba,0
south-dakota/phd/engineering,south-dakota,engineering,phd,0
south-dakota/community-college/engineering,south-dakota,engineering,community-college,0
south-dakota/trade-school/engineering,south-dakota,engineering,trade-school,0
south-dakota/high-school-senior/engineering,south-dakota,engineering,high-school-senior,0
south-dakota/undergraduate/computer-science,south-dakota,computer-science,undergraduate,0
south-dakota/graduate/computer-science,south-dakota,computer-science,graduate,0
south-dakota/high-school/computer-science,south-dakota,computer-science,high-school,0
south-dakota/graduate/computer-science,south-dakota,computer-science,mba,0
south-dakota/phd/computer-science,south-dakota,computer-science,phd,0
south-dakota/community-college/computer-science,south-dakota,computer-science,community-college,0
south-dakota/trade-school/computer-science,south-dakota,computer-science,trade-school,0
south-dakota/high-school-senior/computer-science,south-dakota,computer-science,high-school-senior,0
south-dakota/phd/nursing,south-dakota,nursing,phd,0
south-dakota/community-college/nursing,south-dakota,nursing,community-college,0
south-dakota/trade-school/nursing,south-dakota,nursing,trade-school,0
south-dakota/phd/arts,south-dakota,arts,phd,0
south-dakota/community-college/arts,south-dakota,arts,community-college,0
south-dakota/trade-school/arts,south-dakota,arts,trade-school,0
tennessee/phd/engineering,tennessee,engineering,phd,0
tennessee/community-college/engineering,tennessee,engineering,community-college,0
tennessee/trade-school/engineering,tennessee,engineering,trade-school,0
tennessee/undergraduate/computer-science,tennessee,computer-science,undergraduate,0
tennessee/graduate/computer-science,tennessee,computer-science,graduate,0
tennessee/high-school/computer-science,tennessee,computer-science,high-school,0
tennessee/graduate/computer-science,tennessee,computer-science,mba,0
tennessee/phd/computer-science,tennessee,computer-science,phd,0
tennessee/community-college/computer-science,tennessee,computer-science,community-college,0
tennessee/trade-school/computer-science,tennessee,computer-science,trade-school,0
tennessee/high-school-senior/computer-science,tennessee,computer-science,high-school-senior,0
tennessee/community-college/nursing,tennessee,nursing,community-college,0
tennessee/trade-school/nursing,tennessee,nursing,trade-school,0
tennessee/community-college/arts,tennessee,arts,community-college,0
tennessee/trade-school/arts,tennessee,arts,trade-school,0
texas/phd/engineering,texas,engineering,phd,0
texas/community-college/engineering,texas,engineering,community-college,0
texas/trade-school/engineering,texas,engineering,trade-school,0
texas/graduate/computer-science,texas,computer-science,graduate,0
texas/graduate/computer-science,texas,computer-science,mba,0
texas/phd/computer-science,texas,computer-science,phd,0
texas/community-college/computer-science,texas,computer-science,community-college,0
texas/trade-school/computer-science,texas,computer-science,trade-school,0
texas/community-college/nursing,texas,nursing,community-college,0
texas/trade-school/nursing,texas,nursing,trade-school,0
texas/community-college/arts,texas,arts,community-college,0
texas/trade-school/arts,texas,arts,trade-school,0
utah/phd/engineering,utah,engineering,phd,0
utah/community-college/engineering,utah,engineering,community-college,0
utah/trade-school/engineering,utah,engineering,trade-school,0
utah/undergraduate/computer-science,utah,computer-science,undergraduate,0
utah/graduate/computer-science,utah,computer-science,graduate,0
utah/high-school/computer-science,utah,computer-science,high-school,0
utah/graduate/computer-science,utah,computer-science,mba,0
utah/phd/computer-science,utah,computer-science,phd,0
utah/community-college/computer-science,utah,computer-science,community-college,0
utah/trade-school/computer-science,utah,computer-science,trade-school,0
utah/high-school-senior/computer-science,utah,computer-science,high-school-senior,0
utah/community-college/nursing,utah,nursing,community-college,0
utah/trade-school/nursing,utah,nursing,trade-school,0
utah/community-college/arts,utah,arts,community-college,0
utah/trade-school/arts,utah,arts,trade-school,0
vermont/phd/engineering,vermont,engineering,phd,0
vermont/community-college/engineering,vermont,engineering,community-college,0
vermont/trade-school/engineering,vermont,engineering,trade-school,0
vermont/undergraduate/computer-science,vermont,computer-science,undergraduate,0
vermont/graduate/computer-science,vermont,computer-science,graduate,0
vermont/high-school/computer-science,vermont,computer-science,high-school,0
vermont/graduate/computer-science,vermont,computer-science,mba,0
vermont/phd/computer-science,vermont,computer-science,phd,0
vermont/community-college/computer-science,vermont,computer-science,community-college,0
vermont/trade-school/computer-science,vermont,computer-science,trade-school,0
vermont/high-school-senior/computer-science,vermont,computer-science,high-school-senior,0
vermont/phd/nursing,vermont,nursing,phd,0
vermont/community-college/nursing,vermont,nursing,community-college,0
vermont/trade-school/nursing,vermont,nursing,trade-school,0
vermont/phd/arts,vermont,arts,phd,0
vermont/community-college/arts,vermont,arts,community-college,0
vermont/trade-school/arts,vermont,arts,trade-school,0
virginia/phd/engineering,virginia,engineering,phd,0
virginia/community-college/engineering,virginia,engineering,community-college,0
virginia/trade-school/engineering,virginia,engineering,trade-school,0
virginia/undergraduate/computer-science,virginia,computer-science,undergraduate,0
virginia/graduate/computer-science,virginia,computer-science,graduate,0
virginia/graduate/computer-science,virginia,computer-science,mba,0
virginia/phd/computer-science,virginia,computer-science,phd,0
virginia/community-college/computer-science,virginia,computer-science,community-college,0
virginia/trade-school/computer-science,virginia,computer-science,trade-school,0
virginia/community-college/nursing,virginia,nursing,community-college,0
virginia/trade-school/nursing,virginia,nursing,trade-school,0
virginia/community-college/arts,virginia,arts,community-college,0
virginia/trade-school/arts,virginia,arts,trade-school,0
washington/phd/engineering,washington,engineering,phd,0
washington/community-college/engineering,washington,engineering,community-college,0
washington/trade-school/engineering,washington,engineering,trade-school,0
washington/graduate/computer-science,washington,computer-science,graduate,0
washington/high-school/computer-science,washington,computer-science,high-school,0
washington/graduate/computer-science,washington,computer-science,mba,0
washington/phd/computer-science,washington,computer-science,phd,0
washington/community-college/computer-science,washington,computer-science,community-college,0
washington/trade-school/computer-science,washington,computer-science,trade-school,0
washington/high-school-senior/computer-science,washington,computer-science,high-school-senior,0
washington/community-college/nursing,washington,nursing,community-college,0
washington/trade-school/nursing,washington,nursing,trade-school,0
washington/community-college/arts,washington,arts,community-college,0
washington/trade-school/arts,washington,arts,trade-school,0
west-virginia/high-school/engineering,west-virginia,engineering,high-school,0
west-virginia/phd/engineering,west-virginia,engineering,phd,0
west-virginia/community-college/engineering,west-virginia,engineering,community-college,0
west-virginia/trade-school/engineering,west-virginia,engineering,trade-school,0
west-virginia/high-school-senior/engineering,west-virginia,engineering,high-school-senior,0
west-virginia/undergraduate/computer-science,west-virginia,computer-science,undergraduate,0
west-virginia/graduate/computer-science,west-virginia,computer-science,graduate,0
west-virginia/high-school/computer-science,west-virginia,computer-science,high-school,0
west-virginia/graduate/computer-science,west-virginia,computer-science,mba,0
west-virginia/phd/computer-science,west-virginia,computer-science,phd,0
west-virginia/community-college/computer-science,west-virginia,computer-science,community-college,0
west-virginia/trade-school/computer-science,west-virginia,computer-science,trade-school,0
west-virginia/high-school-senior/computer-science,west-virginia,computer-science,high-school-senior,0
west-virginia/phd/nursing,west-virginia,nursing,phd,0
west-virginia/community-college/nursing,west-virginia,nursing,community-college,0
west-virginia/trade-school/nursing,west-virginia,nursing,trade-school,0
west-virginia/phd/arts,west-virginia,arts,phd,0
west-virginia/community-college/arts,west-virginia,arts,community-college,0
west-virginia/trade-school/arts,west-virginia,arts,trade-school,0
wisconsin/graduate/engineering,wisconsin,engineering,graduate,0
wisconsin/graduate/engineering,wisconsin,engineering,mba,0
wisconsin/phd/engineering,wisconsin,engineering,phd,0
wisconsin/community-college/engineering,wisconsin,engineering,community-college,0
wisconsin/trade-school/engineering,wisconsin,engineering,trade-school,0
wisconsin/undergraduate/computer-science,wisconsin,computer-science,undergraduate,0
wisconsin/graduate/computer-science,wisconsin,computer-science,graduate,0
wisconsin/graduate/computer-science,wisconsin,computer-science,mba,0
wisconsin/phd/computer-science,wisconsin,computer-science,phd,0
wisconsin/community-college/computer-science,wisconsin,computer-science,community-college,0
wisconsin/trade-school/computer-science,wisconsin,computer-science,trade-school,0
wisconsin/community-college/nursing,wisconsin,nursing,community-college,0
wisconsin/trade-school/nursing,wisconsin,nursing,trade-school,0
wisconsin/community-college/arts,wisconsin,arts,community-college,0
wisconsin/trade-school/arts,wisconsin,arts,trade-school,0
wyoming/phd/engineering,wyoming,engineering,phd,0
wyoming/community-college/engineering,wyoming,engineering,community-college,0
wyoming/trade-school/engineering,wyoming,engineering,trade-school,0
wyoming/undergraduate/computer-science,wyoming,computer-science,undergraduate,0
wyoming/graduate/computer-science,wyoming,computer-science,graduate,0
wyoming/high-school/computer-science,wyoming,computer-science,high-school,0
wyoming/graduate/computer-science,wyoming,computer-science,mba,0
wyoming/phd/computer-science,wyoming,computer-science,phd,0
wyoming/community-college/computer-science,wyoming,computer-science,community-college,0
wyoming/trade-school/computer-science,wyoming,computer-science,trade-school,0
wyoming/high-school-senior/computer-science,wyoming,computer-science,high-school-senior,0
wyoming/phd/nursing,wyoming,nursing,phd,0
wyoming/community-college/nursing,wyoming,nursing,community-college,0
wyoming/trade-school/nursing,wyoming,nursing,trade-school,0
wyoming/phd/arts,wyoming,arts,phd,0
wyoming/community-college/arts,wyoming,arts,community-college,0
wyoming/trade-school/arts,wyoming,arts,trade-school,0
